pid,name,desc,purl,imgurl,actualp,rrpp,brand,stockquant,category,currency,delcost,deltime,condition
"45774234615978","Polo Ralph Lauren Classic Sports Cap Yellow Fin","Polo Ralph Lauren Classic Sports Cap Yellow Fin. Make a timeless investment to your accessories edit with this cap by Polo Ralph Lauren. Crafted from cotton for maximum comfort, this cap features an adjustable strap at the back for convenience. Accented with the signature pony to the front and bold ‘POLO’ lettering at the rear, this cap is complete with air vent eyelets to offer breathability. Pair this with your casual outfit to elevate your holiday look. PRODUCT FEATURES: Size selection: One size Adjustable buckle fastening 100% cotton Hand wash only","https://thesportinglodge.myshopify.com/products/polo-ralph-lauren-classic-sports-cap-yellow-fin","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Polo-Ralph-Lauren-Classic-Sports-Cap-Yellow-Fin-24328-01_e1e1c964-9171-4f4b-a0ad-36d7254c8a4e.jpg?v=1774620308","55.00","55.00","Polo Ralph Lauren","1","CAPS","GBP","3.95","2-3 working days","new"
"45774235041962","RRL by Ralph Lauren Casual Coleman Belt Brown","Made from vegetable-tanned American leather. The RRL Casual Coleman Belt in Brown is hand-tooled with Double RL's iconic floral pattern. The brass slider buckle is manually engraved and features a vintage silver finish that will develop a unique patina over time. PRODUCT FEATURES: 2.5 cm wide. Hand-engraved brass slider buckle with a vintage silver finish. Single leather keeper. Slightly pointed tip. Leather. Imported.","https://thesportinglodge.myshopify.com/products/rrl-by-ralph-lauren-casual-coleman-belt-brown","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/22160-1_8c5174be-e845-4749-a671-a2c28e68899f.jpg?v=1774620308","350.00","350.00","RRL by Ralph Lauren","1","BELTS & BRACES","GBP","3.95","2-3 working days","new"
"45774707654826","Fjallraven Abisko Trekking Shirt SS Light Olive","The Fjallraven Abisko Short-sleeved Trekking Shirt will keep you comfortably cool even on really hot days on the trail. Made from a lightweight, technical fabric that wicks away moisture and lets in air at the same time as it feels cool against the skin. Double chest pockets with flaps that can be both loaded from the top or from the sides with vertical zippers and mesh lining – the latter can also be used as ventilation openings. Perfect for trekking and travelling, and can be packed into one of its own chest pockets. Material: 84% polyester, 16% elastane Weight: 250 g Weight reference: in size M Fit: Regular Fit Sleeve type: Short sleeve Closing: Press buttons Clothing layer: First layer Number of pockets: 2 Pockets: Chest pocket(s) with buttons, Chest pocket(s) with zipper","https://thesportinglodge.myshopify.com/products/fjallraven-abisko-trekking-shirt-ss-light-olive","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Fjallraven-Abisko-Trekking-Shirt-SS-Light-Olive---26314---1.jpg?v=1712591491","115.00","115.00","Fjallraven","1","S/S SHIRTS","GBP","3.95","2-3 working days","new"
"45774708113578","Fjallraven High Coast Rolltop Backpack 26L Navy","The Fjallraven High Coast Rolltop Backpack 26L is a lightweight backpack which is perfect for activities near water such as beachcombing! The main compartment has taped seams to make it waterproof and the roll-top closure helps to protect your belongings. There is also a side pocket and a small zippered pocket which are ideal for keeping those smaller items close to hand. The main fabric and lining are crafted from 100% recycled nylon meaning that Mother Earth benefits too! The durable Bergshell fabric (31% recycled) to the base of the bag helps to improve stability when placed on the ground. N.B. Only the main compartment is waterproof.","https://thesportinglodge.myshopify.com/products/fjallraven-high-coast-rolltop-backpack-26l-navy","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Fjallraven-High-Coast-Rolltop-Backpack-26L-Navy-15251-1_c3e0bbf8-baaa-4f39-be69-0579b1c13ae1.jpg?v=1774620250","115.00","115.00","Fjallraven","1","BACKPACKS","GBP","3.95","2-3 working days","new"
"45774708146346","Fjallraven Kanken Mini Shoulder Pads Fog","Extra padding for Kånken Mini’s 25mm-wide shoulder straps making it even more comfortable to carry. Attach with press buttons and a buckle in the middle that keeps the straps in position. Made from G-1000 HeavyDuty Eco S with foam padding. Fit Kånken Mini’s 25mm-wide shoulder straps. Attach with press buttons.","https://thesportinglodge.myshopify.com/products/fjallraven-kanken-mini-shoulder-pads-fog","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/NEW-Clothing-template2_0005_Layer-6.jpg?v=1712591517","20.00","20.00","Fjallraven Kanken Bags","1","KANKEN SHOULDER PADS","GBP","3.95","2-3 working days","new"
"45774709686442","Fjallraven Womens Anorak No. 8 Dark Olive","The Fjallraven Anorak No. 8 in Dark Olive is a robust jacket designed for tough outdoor conditions, suitable for use in both forest and mountainous terrains. This anorak features a half-length front zipper and a foldable front flap to release excess heat, along with long side zippers for additional ventilation and ease of wearing. The large kangaroo pocket, accessible from the top and sides, offers convenient storage. Adjustable features include a drawcord at the back for waist adjustment, another at the front for the hem, and wide cuffs with button adjustments. The Fjallraven Anorak No. 8 is engineered to withstand harsh environments, making it a reliable choice for serious outdoor enthusiasts. Features: Wind- and water-resistant with good ventilation. Advanced storm hood with visor that can be folded back in two stages. Long zippers in the sides for ventilation and easy putting on/taking off. Spacious kangaroo pocket that can be accessed from the top and sides. Breathable, Windproof, Water-resistant, Quick-drying, Durable, Adaptable with Greenland Wax","https://thesportinglodge.myshopify.com/products/fjallraven-womens-anorak-no-8-dark-olive","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/27772_04da49dc-a4fb-41b6-ac96-1011ef0c8435.jpg?v=1774620249","465.00","465.00","Fjallraven Numbers","1","JACKETS","GBP","3.95","2-3 working days","new"
"45774709883050","Gramicci Canvas Equipment Pant Dusty Black","The loose-fitting silhouette is tailored to modern lifestyles while retaining the functionality derived from the brand's roots in the climbing scene. The 9 oz. canvas fabric combines both toughness and softness. It features 9 pockets and a hanging belt and is therefore well suited for a full range of gear. PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. Any queries for exact measurements, please get in touch.","https://thesportinglodge.myshopify.com/products/gramicci-canvas-equipment-pant-dusty-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/GramicciCanvasEquipmentPantDustyBlack_1.jpg?v=1774620250","115.00","165.00","Gramicci","1","TROUSERS","GBP","3.95","2-3 working days","new"
"45774710177962","Gramicci Cordura Neck Pouch Black","Gramicci's Cordura Neck Pouch is a new addition to the 2023 Spring Collection. Made from lightweight Cordura® fabric, this outdoor lifestyle bag is highly durable and is resistant to abrasion, tearing, and friction. With many smaller pockets, this unisex bag is ideal for placing small items like a phone, keys, or wallet in while you are on your outdoor adventure hiking. Made from Cordura fabric - Polyester 100% Many pockets for small items Gramicci logo featured on front of bag Adjustable strap Unisex bag","https://thesportinglodge.myshopify.com/products/gramicci-cordura-neck-pouch-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/0001_GramicciCorduraNeckPouchBlack.webp?v=1774620248","45.00","45.00","Gramicci","1","SHOULDER BAGS","GBP","3.95","2-3 working days","new"
"45774710341802","Gramicci Denim Loose Cargo Pant True Black","PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. For example, if you’re usually a medium you should go for the large. Any queries or for exact measurements, please get in touch. These cargo pants feature a loose silhouette with plenty of room from the thighs to the hems to suit a modern lifestyle, while retaining the functionality derived from the brand's roots in the climbing scene. They are equipped with a total of seven pockets, including cargo pockets and pockets with zippers. They are made of tough, highly durable and elastic 11 oz. denim using organic cotton.","https://thesportinglodge.myshopify.com/products/gramicci-denim-loose-cargo-pant-true-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/GramicciDenimLooseCargoPantTrueBlack.jpg?v=1714038020","110.00","155.00","Gramicci","1","TROUSERS","GBP","3.95","2-3 working days","new"
"45774710603946","Gramicci Sherpa Jacket Natural","Made of warm, sheepishly fuzzy and voluminous, this stand collar jacket is available in two colors of Agate, a jacquard weave with an exclusive original pattern, as well as in three solid colors. Stretch binder tape is used around the collar edge, cuffs, and hem to reduce wind penetration. It features zippered pockets with mesh pocket linings on both flanks and on the left chest. PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. Any queries for exact measurements, please get in touch.","https://thesportinglodge.myshopify.com/products/gramicci-sherpa-jacket-natural","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/GramicciSherpaJacketNatural_789300ef-ffb9-4bc7-aab6-ac82d506ea7f.jpg?v=1774620249","125.00","180.00","Gramicci","1","FLEECE JACKETS","GBP","3.95","2-3 working days","new"
"45774711029930","Gramicci Womens Corduroy Long Cargo Skirt Mocha Beige","Gramicci's Corduroy Long Cargo Skirt is a simple ankle-length skirt with a classic Gramicci look. Made from Stretch Corduroy material with a colour-matched webbing belt, this outdoor life cargo skirt is stylish, durable, and comfortable. Gramicci's Stretch Corduroy features slightly oversized ridges for protection against the elements, ideal for use in fall and winter weather. The webbing belt can be easily adjusted with one hand and features the running man logo. Style meets functionality in the Corduroy Long Cargo Skirt from Gramicci. Mocha Beige Made from Stretch Corduroy material - Cotton 98%, Polyurethane 2% Ankle-length cargo skirt Two side seam pockets and two secure cargo pockets Adjustable webbing belt that matches the fabric colour PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. Any queries for exact measurements, please get in touch.","https://thesportinglodge.myshopify.com/products/gramicci-womens-corduroy-long-cargo-skirt-mocha-beige","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/GramicciWomensCorduroyLongCargoSkirtMochaBeige.jpg?v=1774620249","110.00","155.00","Gramicci","1","SKIRTS","GBP","3.95","2-3 working days","new"
"45774711128234","Gramicci Womens Denim Rock Slide Overall Dark Indigo","PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. For example, if you’re usually a medium you should go for the large. Any queries or for exact measurements, please get in touch. The Gramicci Women's Denim Rock Slide Overalls are made of tough, highly durable and elastic 11 oz. denim using organic cotton, with patch pockets on both sides above the knees and on the hips. They feature a baggy silhouette, a base-type pocket on the left chest and on both sides of the waist, a webbing belt and buckles that allow for size adjustment.","https://thesportinglodge.myshopify.com/products/gramicci-womens-denim-rock-slide-overall-dark-indigo","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Denim-Rock-Slide-Overall-Indigo.webp?v=1774620248","125.00","180.00","Gramicci","1","TROUSERS","GBP","3.95","2-3 working days","new"
"45774711390378","Gramicci Womens Nylon Tussah Covertible Apron Dress Stone Grey","PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. For example, if you’re usually a medium you should go for the large. Any queries or for exact measurements, please get in touch. The Gramicci Nylon Tussah Convertible Apron Dress is a 2-in-1 dress and skirt. Simply remove the apron top and adjust the zippered slit for a whole new cargo skirt look. Made from the extremely durable Nylon Tussah material, this apron dress is fashionable and functional, great for both outdoor adventures and the urban scene. Featuring a classic Gramicci belt as the adjustable apron neck hook, the Nylon Tussah Convertible Apron Dress is a wrinkle-resistant, water-repellent, versatile addition to your outdoor life wardrobe. Made from Nylon Tussah material - Nylon 100% Durable, detachable apron-style dress with zippered slit Cargo skirt can be worn with or without apron style top Wrinkle-resistant and water-repellent with deep cargo pockets","https://thesportinglodge.myshopify.com/products/gramicci-womens-nylon-tussah-covertible-apron-dress-stone-grey","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Nylon-Tussah-Convertible-Apron-Dress.webp?v=1774620248","60.00","150.00","Gramicci","1","DRESSES","GBP","3.95","2-3 working days","new"
"45774711554218","Gramicci Womens Voyager Pant Dusty Khaki","The Gramicci Women's Voyager Pants functionality comes from the brand's roots in the climbing scene. They include a webbing belt that can be adjusted with one hand, an EZ waist, and a gusset crotch that allows the legs to open 180 degrees. With four large pockets that span from front to back, they are characterized by their roomy silhouette. They are made of durable, firm, organic cotton twill that can withstand strenuous movement and is dyed to give them an atmospheric look. Dusty Khaki Made with Organic Cotton Twill Loose silhouette Features four large side pockets Durable material","https://thesportinglodge.myshopify.com/products/gramicci-womens-voyager-pant-dusty-khaki","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Voyager-Pant-Dusty-Khaki.webp?v=1774620248","85.00","120.00","Gramicci","1","TROUSERS","GBP","3.95","2-3 working days","new"
"45774711652522","Gramicci Womens Waffle Cord Mid-Length Dress Foggy Pine Dye","As the name suggests, the Gramicci Womens Waffle Cord Mid-Length Dress is a simple A-line one piece dress with crew neck, deep zipper and is made of corduroy with unique waffle-like surface. The shape can be adjusted by tightening the webbing belts on both sides of the waist. PLEASE NOTE: We use the Japanese sizing, therefore we recommend sizing up as they come up small. Any queries for exact measurements, please get in touch.","https://thesportinglodge.myshopify.com/products/gramicci-womens-waffle-cord-mid-length-dress-foggy-pine-dye","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Foggy-Pine-Dye.webp?v=1774620248","100.00","145.00","Gramicci","1","DRESSES","GBP","3.95","2-3 working days","new"
"45774713225386","Patagonia Better Sweater Fleece Vest Black","This warm, 100% recycled polyester sweater vest in Black combines a sweater-knit aesthetic with the easy care of Better Sweater fleece. It’s dyed with a low-impact process that significantly reduces the use of dyestuffs, energy and water compared to conventional dyeing methods. Fair Trade Certified™ sewn. PRODUCT FEATURES: 100% Recycled Polyester Sweater-Knit Fleece Made with 100% recycled polyester knitted fleece with a fleece interior and heathered yarns Full-Zip with Stand-Up Collar Full-zip with zip-through stand-up collar Offset Shoulder Seams Offset shoulder seams for pack-wearing comfort and long-lasting durability Pocket Details Zippered left-chest pocket; two zippered handwarmer pockets Shape-Holding Armholes and Hem Shape-holding, abrasion-resistant micropolyester-jersey trim at armholes and hem Flat-Seam Construction Flat-seam construction reduces bulk and helps minimize seam chafe; hip length","https://thesportinglodge.myshopify.com/products/patagonia-better-sweater-fleece-vest-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/PatagoniaBetterSweaterFleeceVestBlack.jpg?v=1768408320","110.00","110.00","Patagonia","1","FLEECE GILETS","GBP","3.95","2-3 working days","new"
"45774713454762","Patagonia Better Sweater Gloves Black","Warm and cosy mittens in Black that convert to fingerless gloves designed for multipurpose sport or casual activities, made of sweater-knit recycled polyester fleece. PRODUCT FEATURES: 100% Recycled Polyester Sweater-Knit Fleece Made of 100% recycled polyester fleece with sweater-knit face, fleece interior and heathered yarns; dyed with a low-impact process that significantly reduces the use of dyestuffs, energy and water compared to conventional dyeing methods Multipurpose Design Convertible fingerless glove-and-mitten combo Handy Mitten Pockets can be folded back over the tops of the hands and buttoned securely Pull Loops for Easy On/Off Pull loops for easy on/off Elastic Wrists seals out the cold","https://thesportinglodge.myshopify.com/products/patagonia-better-sweater-gloves-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/28475_04d7d956-4445-4a97-b046-d2669e8c050b.jpg?v=1774620249","50.00","50.00","Patagonia","1","GLOVES","GBP","3.95","2-3 working days","new"
"45774713946282","Patagonia Fishermans Rolled Beanie Black","A soft, skin-friendly, everyday beanie made with an itch-free 100% recycled polyester yarn. Made in a Fair Trade Certified™ factory.","https://thesportinglodge.myshopify.com/products/patagonia-fishermans-rolled-beanie-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Patagonia-Fishermans-Rolled-Beanie-Black-22784-01_de4599fd-be3d-4906-bef0-2773db374ec8.jpg?v=1713877826","40.00","40.00","Patagonia","1","BEANIE HATS","GBP","3.95","2-3 working days","new"
"45774714470570","Patagonia Guidewater Duffel 80L Pigeon Blue","Light, sturdy and fully submersible 80-litre duffel in Pigeon Blue swallows monstrous amounts of gear and is 100% waterproof. Fair Trade Certified™ sewn. PRODUCT FEATURES: Hard-Working, Durable Fabric Made from sturdy 100% recycled nylon fabric and webbing and 100% recycled polyester shoulder straps and lining IPX-7 Rated Bag Fully waterproof submersible IPX-7 rated bag for keeping contents safe even in full immersion Panel and Straps Do Not Absorb Water Adjustable, hydrophobic shoulder straps double as a top grab handle and do not absorb or retain water Lash Points Universal lash points offer multiple rigging options for shoulder straps and can be used as tie-down points Internal Organizer Pocket separates small items from main compartment contents and can be transferred to external lash points when quick access is critical Duffel Volume is 80 liters 1010 g (2 lbs 3.6 oz oz) 33"" x 15.75"" x 16"" 80L (4882 cu in)","https://thesportinglodge.myshopify.com/products/patagonia-guidewater-duffel-80l-pigeon-blue","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/28502-1_293de584-ee99-480e-9448-7fa1807e8ade.jpg?v=1774620249","360.00","360.00","Patagonia Fishing","1","HOLDALLS","GBP","3.95","2-3 working days","new"
"45774716928170","Polo Ralph Lauren Crew PP 3 Pack Socks Navy / Charcoal / Black","Polo Ralph Lauren Crew PP 3 Pack Socks Navy / Charcoal / Black. Three-pack of essential crew socks in a plush stretch cotton blend. PRODUCT FEATURES: knitted ribbing from ankle to cuff. Ralph Lauren's embroidered pony accents the cuff. 77% cotton, 22% polyamide, 1% elastane. Machine washable. Imported.","https://thesportinglodge.myshopify.com/products/polo-ralph-lauren-crew-pp-3-pack-socks-navy-charcoal-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/0000_crew-sock-3-pack-Crew-Sock-3-Pack.jpg?v=1774620250","29.95","29.95","Polo Ralph Lauren","1","SOCKS","GBP","3.95","2-3 working days","new"
"45774717616298","Sunspel Womens Corduroy Trousers Black","An easy-to-wear, Sunspel Women's tapered corduroy trouser in Black, cut to ankle length and garment-dyed for a broken-in feel. The 100% cotton French corduroy is warm, soft and comfortable to wear, ideal for autumn dressing. This style has a matching jacket for a relaxed contemporary set.","https://thesportinglodge.myshopify.com/products/sunspel-womens-corduroy-trousers-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Sunspel-Womens-Corduroy-Trousers-Black---28634---01.jpg?v=1774620189","115.00","175.00","Sunspel","1","TROUSERS","GBP","3.95","2-3 working days","new"
"45774717780138","YETI Rambler 30oz Travel Mug Black","The YETI® Rambler® 30oz Travel Mug in Black is designed to keep you energised and hydrated on even the longest journeys. With its impressive 30oz capacity, this mug is ideal for holding enough coffee, tea, or a refreshing cold drink to see you through busy days or adventurous road trips. Constructed from durable stainless steel, the Rambler® 30oz Travel Mug features YETI®’s double-wall vacuum insulation, ensuring your drinks stay at the perfect temperature for hours, whether hot or cold. Its leak-resistant Stronghold™ Lid securely fastens with a twist and is designed for both right- and left-handed users, offering practicality on the go. The elevated handle provides a comfortable grip, while the mug’s cupholder-compatible base makes it a travel-friendly choice for commutes or countryside drives. Finished in a sleek Black DuraCoat™ layer, the mug resists cracking, peeling, and fading, ensuring it remains rugged and reliable for everyday use. Both the mug and lid are dishwasher safe, simplifying cleanup after a long day on the move. Whether navigating country lanes, tackling rough roads, or enjoying a moment to yourself, the YETI® Rambler® 30oz Travel Mug Black is built to deliver durability, convenience, and reliable performance. Please Note: The Stronghold™ Lid is specially made for the Rambler® 30 oz. Travel Mug and won’t fit other Rambler® Drinkware models. The Travel Mug Stronghold™ Lid has 4 placement options and plays nice with both righties and lefties, just like all our Rambler® Drinkware. No other lids are compatible with this product.","https://thesportinglodge.myshopify.com/products/yeti-rambler-30oz-travel-mug-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/YETIRambler30ozTravelMugBlack2.jpg?v=1752487400","39.99","39.99","YETI","1","DRINKWARE","GBP","3.95","2-3 working days","new"
"45774717911210","YETI Rambler 30oz Travel Mug Navy","The YETI® Rambler® 30oz Travel Mug in Navy is built to keep you fuelled during long journeys, outdoor adventures, or busy days. With its generous 30oz capacity, this travel mug is perfect for large servings of coffee, tea, or your favourite cold beverages, making it ideal for early mornings and extended outings. Crafted from durable stainless steel, the Rambler® 30oz Travel Mug features YETI®’s trusted double-wall vacuum insulation to maintain your drink’s temperature for hours, ensuring your coffee stays hot or your iced drinks remain chilled. Its leak-resistant Stronghold™ Lid is designed for secure sipping and rotates to accommodate both right- and left-handed users. The elevated handle provides a comfortable grip, and the base fits most standard cup holders, making it convenient for travel on bumpy backroads or commutes. Finished with YETI®’s tough DuraCoat™ layer in a classic Navy shade, the mug resists peeling, cracking, and fading, ensuring long-lasting durability. Both the mug and lid are dishwasher safe, making cleanup easy after a well-travelled day. Whether you’re navigating countryside lanes, tackling a busy schedule, or simply enjoying a relaxing drink on the go, the YETI® Rambler® 30oz Travel Mug Navy delivers practicality, durability, and performance. Please Note: The Stronghold™ Lid is specially made for the Rambler® 30 oz. Travel Mug and won’t fit other Rambler® Drinkware models. The Travel Mug Stronghold™ Lid has 4 placement options and plays nice with both righties and lefties, just like all our Rambler® Drinkware. No other lids are compatible with this product.","https://thesportinglodge.myshopify.com/products/yeti-rambler-30oz-travel-mug-navy","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/YETIRambler30ozTravelMugNavy2.jpg?v=1774620189","39.99","39.99","YETI","1","DRINKWARE","GBP","3.95","2-3 working days","new"
"45774721515690","Filson Field Bag Medium Otter Green","The Filson Medium Field Bag in Green is crafted from 22oz Rugged Twill and Bridle leather, blends durability and style. Rain-resistant finish, reinforced base, and brass key clip enhance functionality. Made in the USA with imported materials for lasting luxury. Product Features 22oz Rugged Twill and Bridle leather Rain-resistant field bag Reinforced base Oval bag opening with protective storm flap U.S tanned, saddle-grade Bridle Leather accents Removable Bride Leather cross-body carry strap Interior brass key clip Five expandable pockets Made in Romania","https://thesportinglodge.myshopify.com/products/filson-field-bag-medium-otter-green","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Filson-Field-Bag-Medium-Otter-Green-1.jpg?v=1712592184","510.00","510.00","Filson","1","SHOULDER BAGS","GBP","3.95","2-3 working days","new"
"45776028991658","Fjallraven High Coast Lite Cap Black","Light and convenient cap in ventilating G-1000 Lite Eco. Soft sweatband inside that wicks away moisture and the elastic at the back gives it a good fit. Small reflective Fjällräven logo on the front. Perfect for protection from the sun in the summer or when travelling. Light and ventilating in G-1000 Lite Eco. Recycled polyester, organic cotton. Sewn ventilation holes in the side panels. Elastic at the back for a comfortable fit. Reflective Fjällräven logo on the front. Adaptable with Greenland Wax, Packable","https://thesportinglodge.myshopify.com/products/fjallraven-high-coast-lite-cap-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/FjallravenHighCoastLiteCapBlack_1.jpg?v=1712652564","42.00","42.00","Fjallraven","1","CAPS","GBP","3.95","2-3 working days","new"
"45776029221034","Fjallraven Ovik Flat Cap Deep Forest","Light and handy cap in cool, fast-drying G-1000 Lite Eco. Inspired by flat caps but with an updated design with a short, stiff brim. Little folded leather logo back on the side. A classic flat cap in G-1000 Lite Eco. Small leather logo. Adaptable with Greenland Wax","https://thesportinglodge.myshopify.com/products/fjallraven-ovik-flat-cap-deep-forest","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/29144-1_bbacf720-c4ff-44db-bca5-4b97ecd4c291.jpg?v=1713776222","50.00","50.00","Fjallraven","1","FLAT CAPS","GBP","3.95","2-3 working days","new"
"45776029450410","Fjallraven Ulvo 23 Backpack Black","The Fjällräven Ulvo 23 Backpack in Black is a versatile, eco-friendly choice for commuting, light treks, and travel. Made from waterproof Bergshell fabric with recycled nylon, it offers reliable protection against the elements. The backpack includes a padded laptop compartment and multiple pockets for organized storage, making it ideal for carrying your computer and other essentials securely. Its practical design and sustainable materials make the Ulvo 23 a great companion for various outdoor and urban activities. Features: Zippered opening for easy access to your belongings. Padded computer compartment to protect your laptop while on the go. Made with Fjällräven’s Bergshell fabric that is water resistant and can handle most weather conditions. Constructed with 100% recycled nylon that makes it eco-friendly and perfect for green-conscious individuals. Simple to pack, lightweight, and easy to carry around. Comes with a height of 45 cm, width of 28 cm, and depth of 12.5 cm with a volume of 23 l. Can accommodate laptops with a size of up to 15 Inchs and dimensions of 43 x 25 cm.","https://thesportinglodge.myshopify.com/products/fjallraven-ulvo-23-backpack-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Fjallraven-Ulvo-23-Backpack-Black-1.jpg?v=1774620188","125.00","125.00","Fjallraven","1","BACKPACKS","GBP","3.95","2-3 working days","new"
"45776029548714","Patagonia Atom Sling Bag 8L Black","Patagonia Atom Sling Bag 8L in Black is a take-it-everywhere 8-liter sling pack that has enough storage to keep you prepared, with a close-carrying fit and organization to keep you comfortable. Fair Trade Certified™ sewn. Features: Recycled 68% of our fabrics this season are made with recycled materials. Less than 10% of fibers produced globally are made with recycled materials. Features 100% Recycled Polyester With PFC-Free DWR Finish. All fabrics, spacer mesh and static mesh are 100% recycled (stretch mesh is 84% recycled), body has a PFC-free DWR finish (durable water repellent coating that does not contain perfluorinated chemicals); pack volume is 8 liters Ergonomic, Single-Strap Harness Asymmetrical harness carries weight close to the body for all-day comfort Zippered Front Pocket Larger front pocket keeps a phone or other frequently used item close at hand Divided Main Compartment Internal divider in main compartment Internal Organization Two main compartments with dedicated storage for easy access Tuck-Away Storage Straps Tuck-away front straps for carrying a yoga mat or an extra layer","https://thesportinglodge.myshopify.com/products/patagonia-atom-sling-bag-8l-black","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/PatagoniaAtomSling8LBlack.jpg?v=1786612576","55.00","55.00","Patagonia","1","BACKPACKS","GBP","3.95","2-3 working days","new"
"45776030466218","RRL by Ralph Lauren Denim Rucksack True Indigo","RRL by Ralph Lauren Denim Rucksack True Indigo. Constructed from the same raw American denim as Double RL jeans. Trimmed with Italian vegetable-tanned bridle leather. Solid brass hardware and copper rivets. PRODUCT FEATURES: Leather top handle. Two adjustable leather shoulder straps with brass buckles. Front fold-over leather flap secures with a brass buckle. Drawstring closure underneath the front fold-over flap. Two snapped flap pockets at the front. Roughout leather base. Unlined. Unisex Zip pocket in the interior. Includes a dust bag. 40.6 cm H x 63.5 cm L x 15.2 cm D. Body: cotton. Trim: leather. Dry clean by a leather specialist.","https://thesportinglodge.myshopify.com/products/rrl-by-ralph-lauren-denim-rucksack-true-indigo","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/RRL-by-Ralph-Lauren-Denim-Rucksack-True-Indigo-1.jpg?v=1774620189","440.00","440.00","RRL by Ralph Lauren","1","BACKPACKS","GBP","3.95","2-3 working days","new"
"45776382034090","Purdey Ox Horn Pen Cup Dark","Introducing the Purdey Ox Horn Pen Cup in Dark, a fusion of natural beauty and functional elegance. This polished ox horn beaker, meticulously engraved with the iconic Purdey emblem, serves as the ideal pen holder for the discerning individual. Crafted with utmost care, each pen cup showcases the inherent uniqueness of ox horn, with its distinct colouring and pattern. Embrace the allure of natural materials as you organize your workspace in style. Made in England with exceptional craftsmanship, this Ox Horn Pen Cup is a testament to Purdey's commitment to quality and timeless sophistication. Elevate your desk with this refined accessory, where nature meets functionality. Made in England.","https://thesportinglodge.myshopify.com/products/purdey-ox-horn-pen-cup-dark","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/James-Purdey-Ox-Horn-Pen-Cup-Dark-1_d6d6f79e-a043-4938-8116-7ab6735abb3a.webp?v=1774620187","95.00","95.00","Purdey","1","HOME ACCESSORIES","GBP","3.95","2-3 working days","new"
"45776382296234","Steiner Comfort Harness System","This Steiner Comfort Harness allows for effortless, comfortable wear of binoculars. Quickly and easily bring the binoculars up to the eyes, and then place back on the chest securely with its adjustable harness and quick-release buckles. Beneficial for reducing strain on the neck and back, this harness is secure and convenient. PRODUCT FEATURES: Ergonomic design with adjustable straps for comfort. Weight distribution for reduced strain on back and shoulders. Multiple attachment points and reflective accents for versatility and safety. Durable construction suitable for various outdoor activities.","https://thesportinglodge.myshopify.com/products/steiner-comfort-harness-system","https://cdn.shopify.com/s/files/1/0600/7789/9946/files/Steiner-Comfort-Harness-System9454_0000_steiner-comfort-harness-strap_c5f8c7c6-024a-49bc-9cd9-81dd5dbf63c5.jpg?v=1774620188","49.95","49.95","Steiner","1","BINOCULARS & TORCHES & OPTICS","GBP","3.95","2-3 working days","new"
